t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,P_share,P_share_in,P_share_out,c_p2p_buy,c_p2p_sell,c_p2p_fee,allow_export
39,0.7005,0.01281718465234515,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6876828153476549,0.6876828153476549,0.0,0.15,0.15,0.0,0
40,0.65,0.01427954800194153,0.25,0.05,1.279600645711512,0.0,0.0,0.0,0.5,0,1,0.0,0.6438801937134536,0.0,0.6438801937134536,0.15,0.15,0.0,0
41,0.698,0.01574191135153798,0.25,0.05,1.3735115552120885,0.0,0.0,0.0,0.5,0,1,0.0,0.6912534665636265,0.0,0.6912534665636265,0.15,0.15,0.0,0
42,0.87875,0.01668814646010036,0.25,0.05,1.7336597907712852,0.0,0.0,0.0,0.5,0,1,0.0,0.8715979372313856,0.0,0.8715979372313856,0.15,0.15,0.0,0
43,0.7325,0.018064488436191187,0.25,0.05,1.4391935879482984,0.0,0.0,-0.0,0.5,0,1,0.0,0.7247580763844895,0.0,0.7247580763844895,0.15,0.15,0.0,0
44,0.88825,0.034666613522785786,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.8535833864772142,0.8535833864772142,0.0,0.15,0.15,0.0,0
45,0.68425,0.06537624386431089,0.25,0.05,1.2751053659081273,0.0,0.0,0.0,0.5,0,1,0.0,0.6562316097724382,0.0,0.6562316097724382,0.15,0.15,0.0,0
46,0.76775,0.08111815521584893,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6866318447841511,0.6866318447841511,0.0,0.15,0.15,0.0,0
47,0.7115,0.11053746495478868,0.25,0.05,1.2650893357788733,0.0,0.0,0.0,0.5,0,1,0.0,0.664126800733662,0.0,0.664126800733662,0.15,0.15,0.0,0
48,0.7955,0.12662346180034947,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.6688765381996505,0.6688765381996505,0.0,0.15,0.15,0.0,0
49,0.67925,0.13840838997062666,0.25,0.05,1.1607737286133906,0.0,0.0,-0.0,0.5,0,1,0.0,0.6199321185840172,0.0,0.6199321185840172,0.15,0.15,0.0,0
50,0.77225,0.14804278380326188,0.25,0.05,1.333010308852483,0.0,0.0,0.0,0.5,0,1,0.0,0.7088030926557449,0.0,0.7088030926557449,0.15,0.15,0.0,0
51,0.6305,0.13625785563298473,0.25,0.05,1.0663459205243075,0.0,0.0,-0.0,0.5,0,1,0.0,0.5721037761572922,0.0,0.5721037761572922,0.15,0.15,0.0,0
52,0.8015,0.15285998071957949,0.25,0.05,1.3846285989720293,0.0,0.0,0.0,0.5,0,1,0.0,0.7359885796916088,0.0,0.7359885796916088,0.15,0.15,0.0,0
53,0.7915,0.1712685546497933,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.6202314453502067,0.6202314453502067,0.0,0.15,0.15,0.0,0
54,0.667,0.17410725997548043,0.25,0.05,1.0852753428921709,0.0,0.0,0.0,0.5,0,1,0.0,0.5923826028676513,0.0,0.5923826028676513,0.15,0.15,0.0,0
55,0.662,0.16610727223945296,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.49589272776054705,0.49589272776054705,0.0,0.15,0.15,0.0,0
56,0.792,0.12060196565495239,0.25,0.05,1.4117114776357824,0.0,0.0,0.0,0.5,0,1,0.0,0.7403134432907347,0.0,0.7403134432907347,0.15,0.15,0.0,0
57,0.7075,0.08481707427659284,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6226829257234072,0.6226829257234072,0.0,0.15,0.15,0.0,0
58,0.89825,0.06270958128563499,0.25,0.05,1.7069148838776642,0.0,0.0,0.0,0.5,0,1,0.0,0.8713744651632993,0.0,0.8713744651632993,0.15,0.15,0.0,0
59,0.6725,0.05668808514023794,0.25,0.05,1.2640170212282316,0.0,0.0,0.0,0.5,0,1,0.0,0.6482051063684694,0.0,0.6482051063684694,0.15,0.15,0.0,0
60,0.66475,0.0586665767308684,0.25,0.05,1.2456906046701879,0.0,0.0,-0.0,0.5,0,1,0.0,0.6396071814010563,0.0,0.6396071814010563,0.15,0.15,0.0,0
61,0.88275,0.0647740942497712,0.25,0.05,1.6729655796431842,0.0,0.0,0.0,0.5,0,1,0.0,0.8549896738929552,0.0,0.8549896738929552,0.15,0.15,0.0,0
62,0.776,0.06855903468402065,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.7074409653159793,0.7074409653159793,0.0,0.15,0.15,0.0,0
63,0.71975,0.052387016464954285,0.25,0.05,1.3646614050500654,0.0,0.0,0.0,0.5,0,1,0.0,0.6972984215150196,0.0,0.6972984215150196,0.15,0.15,0.0,0
64,0.8925,0.03870961807755245,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.8537903819224475,0.8537903819224475,0.0,0.15,0.15,0.0,0
65,0.838,0.028042967762849196,0.25,0.05,1.635938617481644,0.0,0.0,0.0,0.5,0,1,0.0,0.8259815852444932,0.0,0.8259815852444932,0.15,0.15,0.0,0
66,0.67775,0.02391394183457685,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6538360581654231,0.6538360581654231,0.0,0.15,0.15,0.0,0
67,0.701,0.02107523650888964,0.25,0.05,1.3718925192730147,0.0,0.0,0.0,0.5,0,1,0.0,0.6919677557819044,0.0,0.6919677557819044,0.15,0.15,0.0,0
68,0.83825,0.01883868079774219,0.25,0.05,1.6495875988603683,0.0,0.0,-0.0,0.5,0,1,0.0,0.8301762796581106,0.0,0.8301762796581106,0.15,0.15,0.0,0
69,0.76775,0.01522578311050398,0.25,0.05,1.5137488812707087,0.0,0.0,0.0,0.5,0,1,0.0,0.7612246643812126,0.0,0.7612246643812126,0.15,0.15,0.0,0
70,0.894,0.01075267168820901,0.25,0.05,1.7726390404454158,0.0,0.0,0.0,0.5,0,1,0.0,0.8893917121336248,0.0,0.8893917121336248,0.15,0.15,0.0,0
71,0.63225,0.00627956026591404,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.625970439734086,0.625970439734086,0.0,0.15,0.15,0.0,0
72,0.656,0.0028387053256871395,0.25,0.05,1.3079447066775898,0.0,0.0,0.0,0.5,0,1,0.0,0.6547834120032769,0.0,0.6547834120032769,0.15,0.15,0.0,0
73,0.6465,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6465,0.6465,0.0,0.15,0.15,0.0,0
74,0.8755,0.0,0.25,0.05,1.751,0.0,0.0,0.0,0.5,0,1,0.0,0.8755,0.0,0.8755,0.15,0.15,0.0,0
75,0.6405,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6405,0.6405,0.0,0.15,0.15,0.0,0
76,0.70425,0.0,0.25,0.05,1.4085,0.0,0.0,-0.0,0.5,0,1,0.0,0.70425,0.0,0.70425,0.15,0.15,0.0,0
77,0.68,0.0,0.25,0.05,1.36,0.0,0.0,-0.0,0.5,0,1,0.0,0.68,0.0,0.68,0.15,0.15,0.0,0
78,0.74575,0.0,0.25,0.05,1.4915,0.0,0.0,0.0,0.5,0,1,0.0,0.74575,0.0,0.74575,0.15,0.15,0.0,0
79,0.78625,0.0,0.25,0.05,1.5725,0.0,0.0,0.0,0.5,0,1,0.0,0.78625,0.0,0.78625,0.15,0.15,0.0,0
80,0.64975,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.64975,0.64975,0.0,0.15,0.15,0.0,0
81,0.68325,0.0,0.25,0.05,1.3665,0.0,0.0,0.0,0.5,0,1,0.0,0.68325,0.0,0.68325,0.15,0.15,0.0,0
82,0.701,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.701,0.701,0.0,0.15,0.15,0.0,0
83,0.68,0.0,0.25,0.05,1.36,0.0,0.0,0.0,0.5,0,1,0.0,0.68,0.0,0.68,0.15,0.15,0.0,0
84,0.6845,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6845,0.6845,0.0,0.15,0.15,0.0,0
85,0.6425,0.0,0.25,0.05,1.285,0.0,0.0,0.0,0.5,0,1,0.0,0.6425,0.0,0.6425,0.15,0.15,0.0,0
86,0.701,0.0,0.25,0.05,1.402,0.0,0.0,0.0,0.5,0,1,0.0,0.701,0.0,0.701,0.15,0.15,0.0,0
87,0.59425,0.0,0.25,0.05,1.1885,0.0,0.0,-0.0,0.5,0,1,0.0,0.59425,0.0,0.59425,0.15,0.15,0.0,0
88,0.586,0.0,0.25,0.05,1.172,0.0,0.0,0.0,0.5,0,1,0.0,0.586,0.0,0.586,0.15,0.15,0.0,0
89,0.64975,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.64975,0.64975,0.0,0.15,0.15,0.0,0
90,0.65725,0.0,0.25,0.05,1.3145,0.0,0.0,-0.0,0.5,0,1,0.0,0.65725,0.0,0.65725,0.15,0.15,0.0,0
91,0.822,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.822,0.822,0.0,0.15,0.15,0.0,0
92,0.75975,0.0,0.25,0.05,1.5195,0.0,0.0,-0.0,0.5,0,1,0.0,0.75975,0.0,0.75975,0.15,0.15,0.0,0
93,0.64375,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.64375,0.64375,0.0,0.15,0.15,0.0,0
94,0.62075,0.0,0.25,0.05,1.2415,0.0,0.0,-0.0,0.5,0,1,0.0,0.62075,0.0,0.62075,0.15,0.15,0.0,0
95,0.72925,0.0,0.25,0.05,1.4585,0.0,0.0,0.0,0.5,0,1,0.0,0.72925,0.0,0.72925,0.15,0.15,0.0,0
96,0.632,0.0,0.25,0.05,1.264,0.0,0.0,0.0,0.5,0,1,0.0,0.632,0.0,0.632,0.15,0.15,0.0,0
97,0.7635,0.0,0.25,0.05,1.527,0.0,0.0,-0.0,0.5,0,1,0.0,0.7635,0.0,0.7635,0.15,0.15,0.0,0
98,0.66925,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.66925,0.66925,0.0,0.15,0.15,0.0,0
99,0.8805,0.0,0.25,0.05,1.761,0.0,0.0,0.0,0.5,0,1,0.0,0.8805,0.0,0.8805,0.15,0.15,0.0,0
100,0.68225,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.68225,0.68225,0.0,0.15,0.15,0.0,0
101,0.592,0.0,0.25,0.05,1.184,0.0,0.0,-0.0,0.5,0,1,0.0,0.592,0.0,0.592,0.15,0.15,0.0,0
102,0.6605,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6605,0.6605,0.0,0.15,0.15,0.0,0
103,0.64525,0.0,0.25,0.05,1.2905,0.0,0.0,0.0,0.5,0,1,0.0,0.64525,0.0,0.64525,0.15,0.15,0.0,0
104,0.72575,0.0,0.25,0.05,1.4515,0.0,0.0,0.0,0.5,0,1,0.0,0.72575,0.0,0.72575,0.15,0.15,0.0,0
105,0.67375,0.0,0.25,0.05,1.3475,0.0,0.0,-0.0,0.5,0,1,0.0,0.67375,0.0,0.67375,0.15,0.15,0.0,0
106,0.61125,0.0,0.25,0.05,1.2225,0.0,0.0,0.0,0.5,0,1,0.0,0.61125,0.0,0.61125,0.15,0.15,0.0,0
107,0.61125,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.61125,0.61125,0.0,0.15,0.15,0.0,0
108,0.62875,0.0,0.25,0.05,1.2575,0.0,0.0,0.0,0.5,0,1,0.0,0.62875,0.0,0.62875,0.15,0.15,0.0,0
109,0.8155,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.8155,0.8155,0.0,0.15,0.15,0.0,0
110,0.769,0.0,0.25,0.05,1.538,0.0,0.0,0.0,0.5,0,1,0.0,0.769,0.0,0.769,0.15,0.15,0.0,0
111,0.5775,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.5775,0.5775,0.0,0.15,0.15,0.0,0
112,0.64,0.0,0.25,0.05,1.28,0.0,0.0,0.0,0.5,0,1,0.0,0.64,0.0,0.64,0.15,0.15,0.0,0
113,0.77675,0.0,0.25,0.05,1.5535,0.0,0.0,0.0,0.5,0,1,0.0,0.77675,0.0,0.77675,0.15,0.15,0.0,0
114,0.64375,0.0,0.25,0.05,1.2875,0.0,0.0,-0.0,0.5,0,1,0.0,0.64375,0.0,0.64375,0.15,0.15,0.0,0
115,0.666,0.0,0.25,0.05,1.332,0.0,0.0,0.0,0.5,0,1,0.0,0.666,0.0,0.666,0.15,0.15,0.0,0
116,0.645,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.645,0.645,0.0,0.15,0.15,0.0,0
117,0.626,0.0,0.25,0.05,1.252,0.0,0.0,0.0,0.5,0,1,0.0,0.626,0.0,0.626,0.15,0.15,0.0,0
118,0.63875,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.63875,0.63875,0.0,0.15,0.15,0.0,0
119,0.853,0.0,0.25,0.05,1.706,0.0,0.0,0.0,0.5,0,1,0.0,0.853,0.0,0.853,0.15,0.15,0.0,0
120,0.72275,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.72275,0.72275,0.0,0.15,0.15,0.0,0
121,0.64275,0.0,0.25,0.05,1.2855,0.0,0.0,0.0,0.5,0,1,0.0,0.64275,0.0,0.64275,0.15,0.15,0.0,0
122,0.6605,0.0,0.25,0.05,1.321,0.0,0.0,0.0,0.5,0,1,0.0,0.6605,0.0,0.6605,0.15,0.15,0.0,0
123,0.75575,0.0,0.25,0.05,1.5115,0.0,0.0,0.0,0.5,0,1,0.0,0.75575,0.0,0.75575,0.15,0.15,0.0,0
124,0.72725,0.0,0.25,0.05,1.4545,0.0,0.0,0.0,0.5,0,1,0.0,0.72725,0.0,0.72725,0.15,0.15,0.0,0
125,0.7865,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.7865,0.7865,0.0,0.15,0.15,0.0,0
126,0.617,0.0,0.25,0.05,1.234,0.0,0.0,0.0,0.5,0,1,0.0,0.617,0.0,0.617,0.15,0.15,0.0,0
127,0.59025,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.59025,0.59025,0.0,0.15,0.15,0.0,0
128,0.6775,0.0,0.25,0.05,1.355,0.0,0.0,0.0,0.5,0,1,0.0,0.6775,0.0,0.6775,0.15,0.15,0.0,0
129,0.66825,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.66825,0.66825,0.0,0.15,0.15,0.0,0
130,0.58375,0.0,0.25,0.05,1.1675,0.0,0.0,-0.0,0.5,0,1,0.0,0.58375,0.0,0.58375,0.15,0.15,0.0,0
131,0.73825,0.00387096180775521,0.25,0.05,1.4709700545603495,0.0,0.0,-0.0,0.5,0,1,0.0,0.7365910163681049,0.0,0.7365910163681049,0.15,0.15,0.0,0
132,0.99275,0.00705375262746511,0.25,0.05,1.9754232105321927,0.0,0.0,0.0,0.5,0,1,0.0,0.9897269631596578,0.0,0.9897269631596578,0.15,0.15,0.0,0
133,0.62625,0.009290308338612559,0.25,0.05,1.2392281309448392,0.0,0.0,0.0,0.5,0,1,0.0,0.6222684392834518,0.0,0.6222684392834518,0.15,0.15,0.0,0
134,0.716,0.011526864049760081,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.7044731359502399,0.7044731359502399,0.0,0.15,0.15,0.0,0
135,0.63775,0.013075248772862149,0.25,0.05,1.2568210731816256,0.0,0.0,0.0,0.5,0,1,0.0,0.6321463219544877,0.0,0.6321463219544877,0.15,0.15,0.0,0
136,0.80525,0.014537612122458599,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.7907123878775414,0.7907123878775414,0.0,0.15,0.15,0.0,0
137,0.64425,0.01591395409854936,0.25,0.05,1.2657657798592152,0.0,0.0,0.0,0.5,0,1,0.0,0.6374297339577646,0.0,0.6374297339577646,0.15,0.15,0.0,0
138,0.57225,0.01720427470113443,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.5550457252988656,0.5550457252988656,0.0,0.15,0.15,0.0,0
139,0.688,0.018924702171247948,0.25,0.05,1.3489647111839314,0.0,0.0,0.0,0.5,0,1,0.0,0.6798894133551794,0.0,0.6798894133551794,0.15,0.15,0.0,0
140,0.652,0.037591340221978686,0.25,0.05,1.2502980853971735,0.0,0.0,0.0,0.5,0,1,0.0,0.6358894256191521,0.0,0.6358894256191521,0.15,0.15,0.0,0
141,0.6955,0.06735473545494133,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6281452645450587,0.6281452645450587,0.0,0.15,0.15,0.0,0
142,0.62875,0.0822364330714227,0.25,0.05,1.140019381326539,0.0,0.0,0.0,0.5,0,1,0.0,0.5935058143979617,0.0,0.5935058143979617,0.15,0.15,0.0,0
143,0.608,0.10993531534024913,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.49806468465975084,0.49806468465975084,0.0,0.15,0.15,0.0,0
144,0.735,0.12696754729437218,0.25,0.05,1.2886177895794684,0.0,0.0,0.0,0.5,0,1,0.0,0.6805853368738405,0.0,0.6805853368738405,0.15,0.15,0.0,0
145,0.65025,0.13720409074154719,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.5130459092584528,0.5130459092584528,0.0,0.15,0.15,0.0,0
146,0.6735,0.14924708303234135,0.25,0.05,1.1337898813823695,0.0,0.0,0.0,0.5,0,1,0.0,0.6095369644147108,0.0,0.6095369644147108,0.15,0.15,0.0,0
147,0.658,0.13780624035608688,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.5201937596439131,0.5201937596439131,0.0,0.15,0.15,0.0,0
148,0.685,0.15191374561101703,0.25,0.05,1.152980363412833,0.0,0.0,0.0,0.5,0,1,0.0,0.6198941090238499,0.0,0.6198941090238499,0.15,0.15,0.0,0
149,0.675,0.1704943622882423,0.25,0.05,1.106436625302511,0.0,0.0,0.0,0.5,0,1,0.0,0.6019309875907534,0.0,0.6019309875907534,0.15,0.15,0.0,0
150,0.785,0.17531155920455974,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6096884407954403,0.6096884407954403,0.0,0.15,0.15,0.0,0
151,1.019,0.1668814646010041,0.25,0.05,1.799597907712851,0.0,0.0,0.0,0.5,0,1,0.0,0.9474793723138553,0.0,0.9474793723138553,0.15,0.15,0.0,0
152,1.0325,0.12645141905333818,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.9060485809466619,0.9060485809466619,0.0,0.15,0.15,0.0,0
153,1.018,0.08765577960228005,0.25,0.05,1.9107774577110286,0.0,0.0,-0.0,0.5,0,1,0.0,0.9804332373133086,0.0,0.9804332373133086,0.15,0.15,0.0,0
154,0.9405,0.0658063507318392,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.8746936492681608,0.8746936492681608,0.0,0.15,0.15,0.0,0
155,1.10175,0.059268726345408085,0.25,0.05,2.1188303909351314,0.0,0.0,0.0,0.5,0,1,0.0,1.0763491172805395,0.0,1.0763491172805395,0.15,0.15,0.0,0
156,0.9315,0.05987087595994785,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.8716291240400521,0.8716291240400521,0.0,0.15,0.15,0.0,0
157,0.9375,0.0676988209489641,0.25,0.05,1.778287398644337,0.0,0.0,-0.0,0.5,0,1,0.0,0.9084862195933011,0.0,0.9084862195933011,0.15,0.15,0.0,0
158,0.94625,0.06941924841907755,0.25,0.05,1.7933296451156036,0.0,0.0,-0.0,0.5,0,1,0.0,0.9164988935346811,0.0,0.9164988935346811,0.15,0.15,0.0,0
159,0.978,0.053763358441045045,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.9242366415589549,0.9242366415589549,0.0,0.15,0.15,0.0,0
160,0.78425,0.040602088294677346,0.25,0.05,1.5104970167218896,0.0,0.0,0.0,0.5,0,1,0.0,0.7668491050165669,0.0,0.7668491050165669,0.15,0.15,0.0,0
161,0.77325,0.029849416606468195,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.7434005833935318,0.7434005833935318,0.0,0.15,0.15,0.0,0
162,0.96975,0.02632254029273575,0.25,0.05,1.9018963710103776,0.0,0.0,0.0,0.5,0,1,0.0,0.9584689113031133,0.0,0.9584689113031133,0.15,0.15,0.0,0
163,0.8725,0.02262362123199185,0.25,0.05,0.0,0.0,0.0,-0.0,0.5,0,1,0.0,-0.8498763787680083,0.8498763787680083,0.0,0.15,0.15,0.0,0
164,0.64225,0.019870937279810187,0.25,0.05,1.2561129467431282,0.0,0.0,0.0,0.5,0,1,0.0,0.6337338840229385,0.0,0.6337338840229385,0.15,0.15,0.0,0
165,0.65675,0.01617201821906636,0.25,0.05,0.0,0.0,0.0,0.0,0.5,0,1,0.0,-0.6405779817809336,0.6405779817809336,0.0,0.15,0.15,0.0,0
166,0.662,0.010924714435220318,0.25,0.05,1.3083932650925423,0.0,0.0,0.0,0.5,0,1,0.0,0.6573179795277627,0.0,0.6573179795277627,0.15,0.15,0.0,0
167,0.83525,0.006623645759936729,0.25,0.05,1.6610376489143763,0.0,0.0,0.0,0.5,0,1,0.0,0.8324112946743129,0.0,0.8324112946743129,0.15,0.15,0.0,0
